MUNI_CD,MUNI_NM,MUNI_UF_SG,MUNI_DT_CRIACAO,MUNI_DT_EXTINCAO
2137,PIRPIRITUBA,PB,1/1/1980,
2139,PITIMBU,PB,1/1/1980,
2141,POCINHOS,PB,1/1/1980,
2143,POMBAL,PB,1/1/1980,
2145,PRATA,PB,1/1/1980,
2147,PRINCESA ISABEL,PB,1/1/1980,
2149,PUXINANÃ,PB,1/1/1980,
2151,QUEIMADAS,PB,1/1/1980,
2153,QUIXABÁ,PB,1/1/1980,
2155,REMÍGIO,PB,1/1/1980,
2157,RIACHO DOS CAVALOS,PB,1/1/1980,
2159,RIO TINTO,PB,1/1/1980,
2161,SALGADINHO,PB,1/1/1980,
2163,SALGADO DE SÃO FÉLIX,PB,1/1/1980,
2165,SANTA CRUZ,PB,1/1/1980,
2167,SANTA HELENA,PB,1/1/1980,
2169,SANTA LUZIA,PB,1/1/1980,
2171,SANTANA DE MANGUEIRA,PB,1/1/1980,
2173,SANTANA DOS GARROTES,PB,1/1/1980,
2175,SANTA RITA,PB,1/1/1980,
2177,SANTA TERESINHA,PB,1/1/1980,
2179,SÃO BENTO,PB,1/1/1980,
2181,SÃO JOÃO DO CARIRI,PB,1/1/1980,
2183,SÃO JOÃO DO TIGRE,PB,1/1/1980,
2185,SÃO JOSÉ DA LAGOA TAPADA,PB,1/1/1980,
2187,SÃO JOSÉ DE CAIANA,PB,1/1/1980,
2189,SÃO JOSÉ DE ESPINHARAS,PB,1/1/1980,
2191,SÃO JOSÉ DE PIRANHAS,PB,1/1/1980,
2193,SÃO JOSÉ DO BONFIM,PB,1/1/1980,
2195,SÃO JOSÉ DO SABUGI,PB,1/1/1980,
2197,SÃO JOSÉ DOS CORDEIROS,PB,1/1/1980,
2199,SÃO MAMEDE,PB,1/1/1980,
2201,SÃO MIGUEL DE TAIPU,PB,1/1/1980,
2203,SÃO SEBASTIÃO DE LAGOA DE ROÇA,PB,1/1/1980,
2205,SÃO SEBASTIÃO DO UMBUZEIRO,PB,1/1/1980,
2207,SAPÉ,PB,1/1/1980,
2209,SÃO VICENTE DO SERIDÓ,PB,1/1/1980,
2211,SERRA BRANCA,PB,1/1/1980,
2213,SERRA DA RAIZ,PB,1/1/1980,
2215,SERRA GRANDE,PB,1/1/1980,
2217,SERRA REDONDA,PB,1/1/1980,
2219,SERRARIA,PB,1/1/1980,
2221,SOLÂNEA,PB,1/1/1980,
2223,SOLEDADE,PB,1/1/1980,
2225,SOUSA,PB,1/1/1980,
2227,SUMÉ,PB,1/1/1980,
2229,TACIMA,PB,1/1/1980,
2231,TAPEROÁ,PB,1/1/1980,
2233,TAVARES,PB,1/1/1980,
2235,TEIXEIRA,PB,1/1/1980,
2237,TRIUNFO,PB,1/1/1980,
2239,UIRAÚNA,PB,1/1/1980,
2241,UMBUZEIRO,PB,1/1/1980,
2243,VÁRZEA,PB,1/1/1980,
2245,BAIXA GRANDE DO RIBEIRO,PI,4/1/1993,
2247,CANAVIEIRA,PI,1/1/1980,
2249,COLÔNIA DO GURGUÉIA,PI,4/1/1993,
2251,BONFIM DO PIAUÍ,PI,4/1/1993,
2253,COLÔNIA DO PIAUÍ,PI,4/1/1993,
2255,CORONEL JOSÉ DIAS,PI,4/1/1993,
2257,FARTURA DO PIAUÍ,PI,4/1/1993,
2259,LAGOA DO BARRO DO PIAUÍ,PI,4/1/1993,
2261,SANTA ROSA DO PIAUÍ,PI,4/1/1993,
2263,SÃO BRAZ DO PIAUÍ,PI,4/1/1993,
2265,SÃO LOURENÇO DO PIAUÍ,PI,4/1/1993,
2267,VÁRZEA BRANCA,PI,4/1/1993,
2269,ALEGRETE DO PIAUÍ,PI,4/1/1993,
2271,CALDEIRÃO GRANDE DO PIAUÍ,PI,4/1/1993,
2273,JACOBINA DO PIAUÍ,PI,4/1/1993,
2275,MARCOLÂNDIA,PI,4/1/1993,
2277,PATOS DO PIAUÍ,PI,4/1/1993,
2279,QUEIMADA NOVA,PI,4/1/1993,
2281,SANTANA DO PIAUÍ,PI,4/1/1993,
2283,BRASILEIRA,PI,4/1/1993,
2285,SÃO JOSÉ DO DIVINO,PI,4/1/1993,
2287,BOM PRINCÍPIO DO PIAUÍ,PI,4/1/1993,
2289,LAGOA DO CARRO,PE,1/1/1980,
2291,VERTENTE DO LÉRIO,PE,1/1/1980,
2293,XEXÉU,PE,1/1/1980,
2295,JUCATI,PE,1/1/1980,
2297,SANTA CRUZ,PE,1/1/1980,
2299,DORMENTES,PE,1/1/1980,
2301,AFOGADOS DA INGAZEIRA,PE,1/1/1980,
2303,AFRÂNIO,PE,1/1/1980,
2305,AGRESTINA,PE,1/1/1980,
2307,ÁGUA PRETA,PE,1/1/1980,
2309,ÁGUAS BELAS,PE,1/1/1980,
2311,ALAGOINHA,PE,1/1/1980,
2313,ALIANÇA,PE,1/1/1980,
2315,ALTINHO,PE,1/1/1980,
2317,AMARAJI,PE,1/1/1980,
2319,ANGELIM,PE,1/1/1980,
2321,ARARIPINA,PE,1/1/1980,
2323,ARCOVERDE,PE,1/1/1980,
2325,BARRA DE GUABIRABA,PE,1/1/1980,
2327,BARREIROS,PE,1/1/1980,
2329,BELÉM DE MARIA,PE,1/1/1980,
2331,BELÉM DO SÃO FRANCISCO,PE,1/1/1980,
2333,BELO JARDIM,PE,1/1/1980,
2335,BETÂNIA,PE,1/1/1980,
2337,BEZERROS,PE,1/1/1980,
2339,BODOCÓ,PE,1/1/1980,
2341,BOM CONSELHO,PE,1/1/1980,
2343,BOM JARDIM,PE,1/1/1980,
2345,BONITO,PE,1/1/1980,
2347,BREJÃO,PE,1/1/1980,
2349,BREJINHO,PE,1/1/1980,
2351,BREJO DA MADRE DE DEUS,PE,1/1/1980,
2353,BUENOS AIRES,PE,1/1/1980,
2355,BUÍQUE,PE,1/1/1980,
2357,CABO DE SANTO AGOSTINHO,PE,1/1/1980,
2359,CABROBÓ,PE,1/1/1980,
2361,CACHOEIRINHA,PE,1/1/1980,
2363,CAETÉS,PE,1/1/1980,
2365,CALÇADO,PE,1/1/1980,
2367,CALUMBI,PE,1/1/1980,
2369,CAMOCIM DE SÃO FÉLIX,PE,1/1/1980,
2371,CAMUTANGA,PE,1/1/1980,
2373,CANHOTINHO,PE,1/1/1980,
2375,CAPOEIRAS,PE,1/1/1980,
2377,CARNAÍBA,PE,1/1/1980,
2379,CARPINA,PE,1/1/1980,
2381,CARUARU,PE,1/1/1980,
2383,CATENDE,PE,1/1/1980,
2385,CEDRO,PE,1/1/1980,
2387,CHÃ DE ALEGRIA,PE,1/1/1980,
2389,CHÃ GRANDE,PE,1/1/1980,
2391,CONDADO,PE,1/1/1980,
2393,CORRENTES,PE,1/1/1980,
2395,CORTÊS,PE,1/1/1980,
2397,CUMARU,PE,1/1/1980,
2399,CUPIRA,PE,1/1/1980,
2401,CUSTÓDIA,PE,1/1/1980,
2403,ESCADA,PE,1/1/1980,
2405,EXU,PE,1/1/1980,
2407,FEIRA NOVA,PE,1/1/1980,
2409,FERREIROS,PE,1/1/1980,
2411,FLORES,PE,1/1/1980,
2413,FLORESTA,PE,1/1/1980,
2415,FREI MIGUELINHO,PE,1/1/1980,
2417,GAMELEIRA,PE,1/1/1980,
2419,GARANHUNS,PE,1/1/1980,
2421,GLÓRIA DO GOITÁ,PE,1/1/1980,
2423,GOIANA,PE,1/1/1980,
2425,GRANITO,PE,1/1/1980,
2427,GRAVATÁ,PE,1/1/1980,
2429,IATI,PE,1/1/1980,
2431,IBIMIRIM,PE,1/1/1980,
2433,IBIRAJUBA,PE,1/1/1980,
2435,IGARASSU,PE,1/1/1980,
2437,IGUARACY,PE,1/1/1980,
2439,INAJÁ,PE,1/1/1980,
2441,INGAZEIRA,PE,1/1/1980,
2443,IPOJUCA,PE,1/1/1980,
2445,IPUBI,PE,1/1/1980,
2447,ITACURUBA,PE,1/1/1980,
2449,ITAÍBA,PE,1/1/1980,
2451,ILHA DE ITAMARACÁ,PE,1/1/1980,
2453,ITAPETIM,PE,1/1/1980,
2455,ITAQUITINGA,PE,1/1/1980,
2457,JABOATÃO DOS GUARARAPES,PE,1/1/1980,
2459,JATAÚBA,PE,1/1/1980,
2461,JOÃO ALFREDO,PE,1/1/1980,
2463,JOAQUIM NABUCO,PE,1/1/1980,
2465,JUPI,PE,1/1/1980,
2467,JUREMA,PE,1/1/1980,
2469,LAGOA DE ITAENGA,PE,1/1/1980,
2471,LAGOA DO OURO,PE,1/1/1980,
2473,LAGOA DOS GATOS,PE,1/1/1980,
2475,LAJEDO,PE,1/1/1980,
2477,LIMOEIRO,PE,1/1/1980,
2479,MACAPARANA,PE,1/1/1980,
2481,MACHADOS,PE,1/1/1980,
2483,MARAIAL,PE,1/1/1980,
2485,MIRANDIBA,PE,1/1/1980,
2487,MORENO,PE,1/1/1980,
2489,NAZARÉ DA MATA,PE,1/1/1980,
2491,OLINDA,PE,1/1/1980,
2493,OROBÓ,PE,1/1/1980,
2495,OROCÓ,PE,1/1/1980,
2497,OURICURI,PE,1/1/1980,
2499,PALMARES,PE,1/1/1980,
2501,PALMEIRINA,PE,1/1/1980,
2503,PANELAS,PE,1/1/1980,
2505,PARANATAMA,PE,1/1/1980,
2507,PARNAMIRIM,PE,1/1/1980,
2509,PASSIRA,PE,1/1/1980,
2511,PAUDALHO,PE,1/1/1980,
2513,PAULISTA,PE,1/1/1980,
2515,PEDRA,PE,1/1/1980,
2517,PESQUEIRA,PE,1/1/1980,
2519,PETROLÂNDIA,PE,1/1/1980,
2521,PETROLINA,PE,1/1/1980,
2523,POÇÃO,PE,1/1/1980,
2525,POMBOS,PE,1/1/1980,
2527,PRIMAVERA,PE,1/1/1980,
2529,QUIPAPÁ,PE,1/1/1980,
2531,RECIFE,PE,1/1/1980,
2533,RIACHO DAS ALMAS,PE,1/1/1980,
2535,RIBEIRÃO,PE,1/1/1980,
2537,RIO FORMOSO,PE,1/1/1980,
2539,SAIRÉ,PE,1/1/1980,
2541,SALGADINHO,PE,1/1/1980,
2543,SALGUEIRO,PE,1/1/1980,
2545,SALOÁ,PE,1/1/1980,
2547,SANHARÓ,PE,1/1/1980,
2549,SANTA CRUZ DO CAPIBARIBE,PE,1/1/1980,
2551,SANTA MARIA DA BOA VISTA,PE,1/1/1980,
2553,SANTA MARIA DO CAMBUCÁ,PE,1/1/1980,
2555,SANTA TEREZINHA,PE,1/1/1980,
2557,SÃO BENEDITO DO SUL,PE,1/1/1980,
2559,SÃO BENTO DO UNA,PE,1/1/1980,
2561,SÃO CAITANO,PE,1/1/1980,
2563,SÃO JOÃO,PE,1/1/1980,
2565,SÃO JOAQUIM DO MONTE,PE,1/1/1980,
2567,SÃO JOSÉ DA COROA GRANDE,PE,1/1/1980,
2569,SÃO JOSÉ DO BELMONTE,PE,1/1/1980,
2571,SÃO JOSÉ DO EGITO,PE,1/1/1980,
2573,SÃO LOURENÇO DA MATA,PE,1/1/1980,
2575,SÃO VICENTE FERRER,PE,1/1/1980,
2577,SERRA TALHADA,PE,1/1/1980,
2579,SERRITA,PE,1/1/1980,
2581,SERTÂNIA,PE,1/1/1980,
2583,SIRINHAÉM,PE,1/1/1980,
2585,MOREILÂNDIA,PE,1/1/1980,
2587,SOLIDÃO,PE,1/1/1980,
2589,SURUBIM,PE,1/1/1980,
2591,TABIRA,PE,1/1/1980,
2593,TACAIMBÓ,PE,1/1/1980,
2595,TACARATU,PE,1/1/1980,
2597,ITAMBÉ,PE,1/1/1980,
2599,TAQUARITINGA DO NORTE,PE,1/1/1980,
2601,TEREZINHA,PE,1/1/1980,
2603,TERRA NOVA,PE,1/1/1980,
2605,TIMBAÚBA,PE,1/1/1980,
2607,TORITAMA,PE,1/1/1980,
2609,TRACUNHAÉM,PE,1/1/1980,
2611,TRINDADE,PE,1/1/1980,
2613,TRIUNFO,PE,1/1/1980,
2615,TUPANATINGA,PE,1/1/1980,
2617,TUPARETAMA,PE,1/1/1980,
2619,VENTUROSA,PE,1/1/1980,
2621,VERDEJANTE,PE,1/1/1980,
2623,VERTENTES,PE,1/1/1980,
2625,VICÊNCIA,PE,1/1/1980,
2627,VITÓRIA DE SANTO ANTÃO,PE,1/1/1980,
2629,CAMARAGIBE,PE,31/1/1983,
2631,ABREU E LIMA,PE,31/1/1983,
2633,ITAPISSUMA,PE,31/1/1983,
2635,CARNAUBEIRA DA PENHA,PE,1/1/1980,
2637,QUIXABA,PE,1/1/1980,
2639,SANTA CRUZ DA BAIXA VERDE,PE,1/1/1980,
2641,PARIPUEIRA,AL,4/1/1993,
2643,ESTRELA DE ALAGOAS,AL,4/1/1993,
2645,PARICONHA,AL,4/1/1993,
2647,SANTANA DO SÃO FRANCISCO,SE,4/1/1993,
2649,SÃO JOSÉ DA LAPA,MG,1/1/1980,
2651,CAPITÃO ANDRADE,MG,1/1/1980,
2653,CATUJI,MG,1/1/1980,
2655,JAMPRUCA,MG,1/1/1980,
2657,DIVISÓPOLIS,MG,1/1/1980,
2659,MATA VERDE,MG,1/1/1980,
2661,PALMÓPOLIS,MG,1/1/1980,
2663,ENTRE FOLHAS,MG,1/1/1980,
2665,IPABA,MG,12/1/1983,
2667,SANTA BÁRBARA DO LESTE,MG,1/1/1980,
2669,SANTA RITA DE MINAS,MG,1/1/1980,
2671,UBAPORANGA,MG,1/1/1980,
2673,SANTANA DO PARAÍSO,MG,1/1/1980,
2675,DURANDÉ,MG,1/1/1980,
2677,SÃO JOÃO DO MANHUAÇU,MG,1/1/1980,
2679,SÃO JOÃO DO MANTENINHA,MG,1/1/1980,
2681,ALFREDO VASCONCELOS,MG,1/1/1980,
2683,FERVEDOURO,MG,1/1/1980,
2685,CARNEIRINHO,MG,1/1/1980,
2687,LIMEIRA DO OESTE,MG,4/1/1993,
2689,SENADOR AMARAL,MG,1/1/1980,
2691,JUATUBA,MG,1/1/1980,
2693,ICARAÍ DE MINAS,MG,4/1/1993,
2695,LONTRA,MG,1/1/1980,
2697,MONTEZUMA,MG,1/1/1980,
2699,URUCUIA,MG,1/1/1980,
2701,ÁGUA BRANCA,AL,1/1/1980,
2703,ANADIA,AL,1/1/1980,
2705,ARAPIRACA,AL,1/1/1980,
2707,ATALAIA,AL,1/1/1980,
2709,BARRA DE SANTO ANTÔNIO,AL,1/1/1980,
2711,BARRA DE SÃO MIGUEL,AL,1/1/1980,
2713,BATALHA,AL,1/1/1980,
2715,BELÉM,AL,1/1/1980,
2717,BELO MONTE,AL,1/1/1980,
2719,BOCA DA MATA,AL,1/1/1980,
2721,BRANQUINHA,AL,1/1/1980,
2723,CACIMBINHAS,AL,1/1/1980,
2725,CAJUEIRO,AL,1/1/1980,
2727,CAMPO ALEGRE,AL,1/1/1980,
2729,CAMPO GRANDE,AL,1/1/1980,
2731,CANAPI,AL,1/1/1980,
2733,CAPELA,AL,1/1/1980,
2735,CARNEIROS,AL,1/1/1980,
2737,CHÃ PRETA,AL,1/1/1980,
2739,COITÉ DO NÓIA,AL,1/1/1980,
2741,COLÔNIA LEOPOLDINA,AL,1/1/1980,
2743,COQUEIRO SECO,AL,1/1/1980,
2745,CORURIPE,AL,1/1/1980,
2747,DELMIRO GOUVEIA,AL,1/1/1980,
2749,DOIS RIACHOS,AL,1/1/1980,
2751,FEIRA GRANDE,AL,1/1/1980,
2753,FELIZ DESERTO,AL,1/1/1980,
2755,FLEXEIRAS,AL,1/1/1980,
2757,GIRAU DO PONCIANO,AL,1/1/1980,
2759,IBATEGUARA,AL,1/1/1980,
2761,IGACI,AL,1/1/1980,
2763,IGREJA NOVA,AL,1/1/1980,
2765,INHAPI,AL,1/1/1980,
2767,JACARÉ DOS HOMENS,AL,1/1/1980,
2769,JACUÍPE,AL,1/1/1980,
2771,JAPARATINGA,AL,1/1/1980,
2773,JARAMATAIA,AL,1/1/1980,
2775,JOAQUIM GOMES,AL,1/1/1980,
2777,JUNDIÁ,AL,1/1/1980,
2779,JUNQUEIRO,AL,1/1/1980,
2781,LAGOA DA CANOA,AL,1/1/1980,
2783,LIMOEIRO DE ANADIA,AL,1/1/1980,
2785,MACEIÓ,AL,1/1/1980,
2787,MAJOR ISIDORO,AL,1/1/1980,
2789,MARAGOGI,AL,1/1/1980,
2791,MARAVILHA,AL,1/1/1980,
2793,MARECHAL DEODORO,AL,1/1/1980,
2795,MARIBONDO,AL,1/1/1980,
2797,MAR VERMELHO,AL,1/1/1980,
2799,MATA GRANDE,AL,1/1/1980,
2801,MATRIZ DE CAMARAGIBE,AL,1/1/1980,
2803,MESSIAS,AL,1/1/1980,
2805,MINADOR DO NEGRÃO,AL,1/1/1980,
2807,MONTEIRÓPOLIS,AL,1/1/1980,
2809,MURICI,AL,1/1/1980,
2811,NOVO LINO,AL,1/1/1980,
2813,OLHO D'ÁGUA DAS FLORES,AL,1/1/1980,
2815,OLHO D'ÁGUA DO CASADO,AL,1/1/1980,
2817,OLHO D'ÁGUA GRANDE,AL,1/1/1980,
2819,OLIVENÇA,AL,1/1/1980,
2821,OURO BRANCO,AL,1/1/1980,
2823,PALESTINA,AL,1/1/1980,
2825,PALMEIRA DOS ÍNDIOS,AL,1/1/1980,
2827,PÃO DE AÇÚCAR,AL,1/1/1980,
2829,PASSO DE CAMARAGIBE,AL,1/1/1980,
2831,PAULO JACINTO,AL,1/1/1980,
2833,PENEDO,AL,1/1/1980,
2835,PIAÇABUÇU,AL,1/1/1980,
2837,PILAR,AL,1/1/1980,
2839,PINDOBA,AL,1/1/1980,
2841,PIRANHAS,AL,1/1/1980,
2843,POÇO DAS TRINCHEIRAS,AL,1/1/1980,
2845,PORTO CALVO,AL,1/1/1980,
2847,PORTO DE PEDRAS,AL,1/1/1980,
2849,PORTO REAL DO COLÉGIO,AL,1/1/1980,
2851,QUEBRANGULO,AL,1/1/1980,
2853,RIO LARGO,AL,1/1/1980,
2855,ROTEIRO,AL,1/1/1980,
2857,SANTA LUZIA DO NORTE,AL,1/1/1980,
2859,SANTANA DO IPANEMA,AL,1/1/1980,
2861,SANTANA DO MUNDAÚ,AL,1/1/1980,
2863,SÃO BRÁS,AL,1/1/1980,
2865,SÃO JOSÉ DA LAJE,AL,1/1/1980,
2867,SÃO JOSÉ DA TAPERA,AL,1/1/1980,
2869,SÃO LUÍS DO QUITUNDE,AL,1/1/1980,
2871,SÃO MIGUEL DOS CAMPOS,AL,1/1/1980,
2873,SÃO MIGUEL DOS MILAGRES,AL,1/1/1980,
2875,SÃO SEBASTIÃO,AL,1/1/1980,
2877,SATUBA,AL,1/1/1980,
2879,TANQUE D'ARCA,AL,1/1/1980,
2881,TAQUARANA,AL,1/1/1980,
2883,TRAIPU,AL,1/1/1980,
2885,UNIÃO DOS PALMARES,AL,1/1/1980,
2887,VIÇOSA,AL,1/1/1980,
2889,CRAÍBAS,AL,6/2/1983,
2891,SENADOR RUI PALMEIRA,AL,27/1/1983,
2893,JAÍBA,MG,4/1/1993,
2895,MAMONAS,MG,1/1/1980,
2897,MATIAS CARDOSO,MG,1/1/1980,
2899,PEDRAS DE MARIA DA CRUZ,MG,1/1/1980,
2901,RIACHINHO,MG,11/3/1983,
2903,ARAPORÃ,MG,1/1/1980,
2905,LAGOA GRANDE,MG,1/1/1980,
2907,GUAPIMIRIM,RJ,1/1/1980,
2909,BELFORD ROXO,RJ,1/1/1980,
2911,QUEIMADOS,RJ,1/1/1980,
2913,JAPERI,RJ,1/1/1980,
2915,CARDOSO MOREIRA,RJ,1/1/1980,
2917,VARRE-SAI,RJ,1/1/1980,
2919,APERIBÉ,RJ,1/1/1980,
2921,RIO DAS OSTRAS,RJ,1/1/1980,
2923,QUATIS,RJ,1/1/1980,
2925,AREAL,RJ,1/1/1980,
2927,COMENDADOR LEVY GASPARIAN,RJ,1/1/1980,
2929,MARECHAL FLORIANO,ES,1/1/1980,
2931,IRUPI,ES,1/1/1980,
2933,SÃO DOMINGOS DO NORTE,ES,1/1/1980,
2935,VILA PAVÃO,ES,4/1/1993,
2937,LOURDES,SP,1/1/1980,
2939,SANTO ANTÔNIO DO ARACANGUÁ,SP,1/1/1980,
2941,SÃO JOÃO DE IRACEMA,SP,1/1/1980,
2943,ILHA SOLTEIRA,SP,4/1/1993,
2945,SUZANÁPOLIS,SP,4/1/1993,
2947,CANITAR,SP,1/1/1980,
2949,ENGENHEIRO COELHO,SP,1/1/1980,
2951,HORTOLÂNDIA,SP,1/1/1980,
2953,HOLAMBRA,SP,4/1/1993,
2955,TUIUTI,SP,1/1/1980,
2957,VARGEM,SP,1/1/1980,
2959,ESTIVA GERBI,SP,23/12/1981,
2961,EMILIANÓPOLIS,SP,1/1/1980,
2963,PEDRINHAS PAULISTA,SP,1/1/1980,
2965,BERTIOGA,SP,1/1/1980,
2967,CAJATI,SP,1/1/1980,
2969,ILHA COMPRIDA,SP,4/1/1993,
2971,UBARANA,SP,1/1/1980,
2973,ZACARIAS,SP,1/1/1980,
2975,ELISIÁRIO,SP,4/1/1993,
2977,MARAPOAMA,SP,1/1/1980,
2979,NOVAIS,SP,1/1/1980,
2981,ASPÁSIA,SP,1/1/1980,
2983,MESÓPOLIS,SP,1/1/1980,
2985,NOVA CANAÃ PAULISTA,SP,1/1/1980,
2987,PONTALINDA,SP,1/1/1980,
2989,PARISI,SP,1/1/1980,
2991,ARAPEÍ,SP,1/1/1980,
2993,POTIM,SP,23/12/1981,
2995,ALAMBARI,SP,1/1/1980,
2997,BARRA DO CHAPÉU,SP,1/1/1980,
2999,CAMPINA DO MONTE ALEGRE,SP,1/1/1980,
3001,FERNANDO DE NORONHA,PE,5/10/1988,
3003,BARAÚNA,RN,31/1/1983,
3005,Muquém de São Francisco,BA,10/5/1990,
3007,NOVA FÁTIMA,BA,10/5/1990,
3009,NOVA IBIÁ,BA,10/5/1990,
3011,NOVA REDENÇÃO,BA,10/5/1990,
3013,NOVO HORIZONTE,BA,10/5/1990,
3015,NOVO TRIUNFO,BA,10/5/1990,
3017,OUROLÂNDIA,BA,10/5/1990,
3019,PIRAÍ DO NORTE,BA,10/5/1990,
3021,PONTO NOVO,BA,10/5/1990,
3023,PRESIDENTE TANCREDO NEVES,BA,10/5/1990,
3025,QUIXABEIRA,BA,10/5/1990,
3027,RIBEIRÃO DO LARGO,BA,10/5/1990,
3029,SÃO DOMINGOS,BA,10/5/1990,
3031,SÃO FÉLIX DO CORIBE,BA,10/5/1990,
3033,SÃO JOSÉ DO JACUÍPE,BA,10/5/1990,
3035,SÃO JOSÉ DA VITÓRIA,BA,10/5/1990,
3037,SAUBARA,BA,10/5/1990,
3039,SERRA DO RAMALHO,BA,10/5/1990,
3041,SÍTIO DO MATO,BA,10/5/1990,
3043,SÍTIO DO QUINTO,BA,10/5/1990,
3045,SOBRADINHO,BA,10/5/1990,
3047,UMBURANAS,BA,10/5/1990,
3049,VARZEDO,BA,10/5/1990,
3051,VEREDA,BA,10/5/1990,
3053,ITAÓCA,SP,1/1/1980,
3055,ITAPIRAPUÃ PAULISTA,SP,1/1/1980,
3057,RIBEIRÃO GRANDE,SP,1/1/1980,
3059,BOM SUCESSO DE ITARARÉ,SP,27/12/1985,
3061,NOVA CAMPINA,SP,4/1/1993,
3063,TAQUARIVAÍ,SP,1/1/1980,
3065,ALUMÍNIO,SP,1/1/1980,
3067,ARAÇARIGUAMA,SP,1/1/1980,
3069,JUSSARI,BA,1/1/1986,
3071,AMÉRICA DOURADA,BA,1/1/1986,
3073,ARATACA,BA,1/1/1986,
3075,BARRO ALTO,BA,1/1/1986,
3077,BARROCAS,BA,28/4/1988,11/4/2000
3079,BURITIRAMA,BA,1/1/1986,
3081,CAPELA DO ALTO ALEGRE,BA,1/1/1986,
3083,CAPIM GROSSO,BA,1/1/1986,
3085,CANUDOS,BA,1/1/1986,
3087,DIAS D'ÁVILA,BA,1/1/1986,
3089,FÁTIMA,BA,1/1/1986,
3091,FILADÉLFIA,BA,1/1/1986,
3093,GAVIÃO,BA,1/1/1986,
3095,GUAJERU,BA,1/1/1986,
3097,HELIÓPOLIS,BA,1/1/1986,
3099,JOÃO DOURADO,BA,1/1/1986,
3101,AMPARO DE SÃO FRANCISCO,SE,1/1/1980,
3103,AQUIDABÃ,SE,1/1/1980,
3105,ARACAJU,SE,1/1/1980,
3107,ARAUÁ,SE,1/1/1980,
3109,AREIA BRANCA,SE,1/1/1980,
3111,BARRA DOS COQUEIROS,SE,1/1/1980,
3113,BREJO GRANDE,SE,1/1/1980,
3115,BOQUIM,SE,1/1/1980,
3117,EUNÁPOLIS,BA,1/1/1989,
3119,CAMPO DO BRITO,SE,1/1/1980,
3121,CANHOBA,SE,1/1/1980,
3123,CANINDÉ DE SÃO FRANCISCO,SE,1/1/1980,
3125,CAPELA,SE,1/1/1980,
3127,CARIRA,SE,1/1/1980,
3129,CARMÓPOLIS,SE,1/1/1980,
3131,CEDRO DE SÃO JOÃO,SE,1/1/1980,
3133,CRISTINÁPOLIS,SE,1/1/1980,
3135,NOSSA SENHORA APARECIDA,SE,1/1/1980,
3137,CUMBE,SE,1/1/1980,
3139,DIVINA PASTORA,SE,1/1/1980,
3141,ESTÂNCIA,SE,1/1/1980,
3143,FEIRA NOVA,SE,1/1/1980,
3145,FREI PAULO,SE,1/1/1980,
3147,GENERAL MAYNARD,SE,1/1/1980,
3149,GARARU,SE,1/1/1980,
3151,GRACCHO CARDOSO,SE,1/1/1980,
3153,ILHA DAS FLORES,SE,1/1/1980,
3155,INDIAROBA,SE,1/1/1980,
3157,ITABAIANA,SE,1/1/1980,
3159,ITABAIANINHA,SE,1/1/1980,
3161,ITABI,SE,1/1/1980,
3163,ITAPORANGA D'AJUDA,SE,1/1/1980,
3165,JAPARATUBA,SE,1/1/1980,
3167,JAPOATÃ,SE,1/1/1980,
3169,LAGARTO,SE,1/1/1980,
3171,LARANJEIRAS,SE,1/1/1980,
3173,MACAMBIRA,SE,1/1/1980,
3175,MALHADA DOS BOIS,SE,1/1/1980,
3177,MALHADOR,SE,1/1/1980,
3179,MARUIM,SE,1/1/1980,
3181,MOITA BONITA,SE,1/1/1980,
3183,MONTE ALEGRE DE SERGIPE,SE,1/1/1980,
3185,MURIBECA,SE,1/1/1980,
3187,NEÓPOLIS,SE,1/1/1980,
3189,NOSSA SENHORA DA GLÓRIA,SE,1/1/1980,
3191,NOSSA SENHORA DAS DORES,SE,1/1/1980,
3193,NOSSA SENHORA DE LOURDES,SE,1/1/1980,
3195,NOSSA SENHORA DO SOCORRO,SE,1/1/1980,
3197,PACATUBA,SE,1/1/1980,
3199,PEDRA MOLE,SE,1/1/1980,
3201,PEDRINHAS,SE,1/1/1980,
3203,PINHÃO,SE,1/1/1980,
3205,PIRAMBU,SE,1/1/1980,
3207,POÇO REDONDO,SE,1/1/1980,
3209,POÇO VERDE,SE,1/1/1980,
3211,PORTO DA FOLHA,SE,1/1/1980,
3213,PROPRIÁ,SE,1/1/1980,
3215,RIACHÃO DO DANTAS,SE,1/1/1980,
3217,RIACHUELO,SE,1/1/1980,
3219,RIBEIRÓPOLIS,SE,1/1/1980,
3221,ROSÁRIO DO CATETE,SE,1/1/1980,
3223,SALGADO,SE,1/1/1980,
3225,SANTA LUZIA DO ITANHY,SE,1/1/1980,
3227,TORRE DE PEDRA,SP,1/1/1980,
3229,SANTA ROSA DE LIMA,SE,1/1/1980,
3231,SANTO AMARO DAS BROTAS,SE,1/1/1980,
3233,SÃO CRISTÓVÃO,SE,1/1/1980,
3235,SÃO DOMINGOS,SE,1/1/1980,
3237,SÃO FRANCISCO,SE,1/1/1980,
3239,SÃO MIGUEL DO ALEIXO,SE,1/1/1980,
3241,SIMÃO DIAS,SE,1/1/1980,
3243,SIRIRI,SE,1/1/1980,
3245,TELHA,SE,1/1/1980,
3247,TOBIAS BARRETO,SE,1/1/1980,
3249,TOMAR DO GERU,SE,1/1/1980,
