MUNI_CD,MUNI_NM,MUNI_UF_SG,MUNI_DT_CRIACAO,MUNI_DT_EXTINCAO
3251,UMBAÚBA,SE,1/1/1980,
3253,ADUSTINA,BA,10/5/1990,
3255,ANDORINHA,BA,10/5/1990,
3257,APUAREMA,BA,10/5/1990,
3259,ARAÇAS,BA,10/5/1990,
3261,BANZAÊ,BA,10/5/1990,
3263,BOM JESUS DA SERRA,BA,10/5/1990,
3265,BONITO,BA,10/5/1990,
3267,CABACEIRAS DO PARAGUAÇU,BA,10/5/1990,
3269,CAETANOS,BA,10/5/1990,
3271,CARAÍBAS,BA,10/5/1990,
3273,CATURAMA,BA,10/5/1990,
3275,FEIRA DA MATA,BA,10/5/1990,
3277,IGRAPIÚNA,BA,10/5/1990,
3279,ITABELA,BA,10/5/1990,
3281,ITAGUAÇU DA BAHIA,BA,10/5/1990,
3283,ITATIM,BA,10/5/1990,
3285,IUIÚ,BA,10/5/1990,
3287,JUCURUÇU,BA,10/5/1990,
3289,LAGOA REAL,BA,10/5/1990,
3291,Lajedo do Tabocal,BA,4/1/1993,
3293,MADRE DE DEUS,BA,10/5/1990,
3295,MATINA,BA,10/5/1990,
3297,MIRANTE,BA,10/5/1990,
3299,MULUNGU DO MORRO,BA,10/5/1990,
3301,ABAÍRA,BA,1/1/1980,
3303,ABARÉ,BA,1/1/1980,
3305,ACAJUTIBA,BA,1/1/1980,
3307,ÁGUA FRIA,BA,1/1/1980,
3309,ÉRICO CARDOSO,BA,1/1/1980,
3311,AIQUARA,BA,1/1/1980,
3313,ALAGOINHAS,BA,1/1/1980,
3315,ALCOBAÇA,BA,1/1/1980,
3317,ALMADINA,BA,1/1/1980,
3319,AMARGOSA,BA,1/1/1980,
3321,AMÉLIA RODRIGUES,BA,1/1/1980,
3323,ANAGÉ,BA,1/1/1980,
3325,ANDARAÍ,BA,1/1/1980,
3327,ANGICAL,BA,1/1/1980,
3329,ANGUERA,BA,1/1/1980,
3331,ANTAS,BA,1/1/1980,
3333,ANTÔNIO CARDOSO,BA,1/1/1980,
3335,ANTÔNIO GONÇALVES,BA,1/1/1980,
3337,APORÁ,BA,1/1/1980,
3339,ARACATU,BA,1/1/1980,
3341,ARACI,BA,1/1/1980,
3343,ARAMARI,BA,1/1/1980,
3345,ARATUÍPE,BA,1/1/1980,
3347,AURELINO LEAL,BA,1/1/1980,
3349,BAIANÓPOLIS,BA,1/1/1980,
3351,BAIXA GRANDE,BA,1/1/1980,
3353,BARRA,BA,1/1/1980,
3355,BARRA DA ESTIVA,BA,1/1/1980,
3357,BARRA DO CHOÇA,BA,1/1/1980,
3359,BARRA DO MENDES,BA,1/1/1980,
3361,BARRA DO ROCHA,BA,1/1/1980,
3363,BARREIRAS,BA,1/1/1980,
3365,BARRO PRETO,BA,1/1/1980,
3367,BELMONTE,BA,1/1/1980,
3369,BELO CAMPO,BA,1/1/1980,
3371,BIRITINGA,BA,1/1/1980,
3373,BOA NOVA,BA,1/1/1980,
3375,BOA VISTA DO TUPIM,BA,1/1/1980,
3377,BOM JESUS DA LAPA,BA,1/1/1980,
3379,BONINAL,BA,1/1/1980,
3381,BOQUIRA,BA,1/1/1980,
3383,BOTUPORÃ,BA,1/1/1980,
3385,BREJÕES,BA,1/1/1980,
3387,BREJOLÂNDIA,BA,1/1/1980,
3389,BROTAS DE MACAÚBAS,BA,1/1/1980,
3391,BRUMADO,BA,1/1/1980,
3393,BUERAREMA,BA,1/1/1980,
3395,CAATIBA,BA,1/1/1980,
3397,CACHOEIRA,BA,1/1/1980,
3399,CACULÉ,BA,1/1/1980,
3401,CAÉM,BA,1/1/1980,
3403,CAETITÉ,BA,1/1/1980,
3405,CAFARNAUM,BA,1/1/1980,
3407,CAIRU,BA,1/1/1980,
3409,CALDEIRÃO GRANDE,BA,1/1/1980,
3411,CAMACAN,BA,1/1/1980,
3413,CAMAÇARI,BA,1/1/1980,
3415,CAMAMU,BA,1/1/1980,
3417,CAMPO ALEGRE DE LOURDES,BA,1/1/1980,
3419,CAMPO FORMOSO,BA,1/1/1980,
3421,CANÁPOLIS,BA,1/1/1980,
3423,CANARANA,BA,1/1/1980,
3425,CANAVIEIRAS,BA,1/1/1980,
3427,CANDEAL,BA,1/1/1980,
3429,CANDEIAS,BA,1/1/1980,
3431,CANDIBA,BA,1/1/1980,
3433,CÂNDIDO SALES,BA,1/1/1980,
3435,CANSANÇÃO,BA,1/1/1980,
3437,CARAVELAS,BA,1/1/1980,
3439,CARDEAL DA SILVA,BA,1/1/1980,
3441,CARINHANHA,BA,1/1/1980,
3443,CASA NOVA,BA,1/1/1980,
3445,CASTRO ALVES,BA,1/1/1980,
3447,CATOLÂNDIA,BA,1/1/1980,
3449,CATU,BA,1/1/1980,
3451,CENTRAL,BA,1/1/1980,
3453,CHORROCHÓ,BA,1/1/1980,
3455,CÍCERO DANTAS,BA,1/1/1980,
3457,CIPÓ,BA,1/1/1980,
3459,COARACI,BA,1/1/1980,
3461,COCOS,BA,1/1/1980,
3463,CONCEIÇÃO DA FEIRA,BA,1/1/1980,
3465,CONCEIÇÃO DO ALMEIDA,BA,1/1/1980,
3467,CONCEIÇÃO DO COITÉ,BA,1/1/1980,
3469,CONCEIÇÃO DO JACUÍPE,BA,1/1/1980,
3471,CONDE,BA,1/1/1980,
3473,CONDEÚBA,BA,1/1/1980,
3475,CONTENDAS DO SINCORÁ,BA,1/1/1980,
3477,CORAÇÃO DE MARIA,BA,1/1/1980,
3479,CORDEIROS,BA,1/1/1980,
3481,CORIBE,BA,1/1/1980,
3483,CORONEL JOÃO SÁ,BA,1/1/1980,
3485,CORRENTINA,BA,1/1/1980,
3487,COTEGIPE,BA,1/1/1980,
3489,CRAVOLÂNDIA,BA,1/1/1980,
3491,CRISÓPOLIS,BA,1/1/1980,
3493,CRISTÓPOLIS,BA,1/1/1980,
3495,CRUZ DAS ALMAS,BA,1/1/1980,
3497,CURAÇÁ,BA,1/1/1980,
3499,DÁRIO MEIRA,BA,1/1/1980,
3501,DOM BASÍLIO,BA,1/1/1980,
3503,DOM MACEDO COSTA,BA,1/1/1980,
3505,ELÍSIO MEDRADO,BA,1/1/1980,
3507,ENCRUZILHADA,BA,1/1/1980,
3509,ENTRE RIOS,BA,1/1/1980,
3511,ESPLANADA,BA,1/1/1980,
3513,EUCLIDES DA CUNHA,BA,1/1/1980,
3515,FEIRA DE SANTANA,BA,1/1/1980,
3517,FIRMINO ALVES,BA,1/1/1980,
3519,FLORESTA AZUL,BA,1/1/1980,
3521,FORMOSA DO RIO PRETO,BA,1/1/1980,
3523,GANDU,BA,1/1/1980,
3525,GENTIO DO OURO,BA,1/1/1980,
3527,GLÓRIA,BA,1/1/1980,
3529,GONGOGI,BA,1/1/1980,
3531,GOVERNADOR MANGABEIRA,BA,1/1/1980,
3533,GUANAMBI,BA,1/1/1980,
3535,GUARATINGA,BA,1/1/1980,
3537,IAÇU,BA,1/1/1980,
3539,IBIASSUCÊ,BA,1/1/1980,
3541,IBICARAÍ,BA,1/1/1980,
3543,IBICOARA,BA,1/1/1980,
3545,IBICUÍ,BA,1/1/1980,
3547,IBIPEBA,BA,1/1/1980,
3549,SANTA RITA DE CÁSSIA,BA,1/1/1980,
3551,IBIPITANGA,BA,1/1/1980,
3553,IBIQUERA,BA,1/1/1980,
3555,IBIRAPITANGA,BA,1/1/1980,
3557,IBIRAPUÃ,BA,1/1/1980,
3559,IBIRATAIA,BA,1/1/1980,
3561,IBITIARA,BA,1/1/1980,
3563,IBITITÁ,BA,1/1/1980,
3565,IBOTIRAMA,BA,1/1/1980,
3567,ICHU,BA,1/1/1980,
3569,IGAPORÃ,BA,1/1/1980,
3571,IGUAÍ,BA,1/1/1980,
3573,ILHÉUS,BA,1/1/1980,
3575,INHAMBUPE,BA,1/1/1980,
3577,IPECAETÁ,BA,1/1/1980,
3579,IPIAÚ,BA,1/1/1980,
3581,IPIRÁ,BA,1/1/1980,
3583,IPUPIARA,BA,1/1/1980,
3585,IRAJUBA,BA,1/1/1980,
3587,IRAMAIA,BA,1/1/1980,
3589,IRAQUARA,BA,1/1/1980,
3591,IRARÁ,BA,1/1/1980,
3593,IRECÊ,BA,1/1/1980,
3595,ITABERABA,BA,1/1/1980,
3597,ITABUNA,BA,1/1/1980,
3599,ITACARÉ,BA,1/1/1980,
3601,ITAETÉ,BA,1/1/1980,
3603,ITAGI,BA,1/1/1980,
3605,ITAGIBÁ,BA,1/1/1980,
3607,ITAGIMIRIM,BA,1/1/1980,
3609,ITAJU DO COLÔNIA,BA,1/1/1980,
3611,ITAJUÍPE,BA,1/1/1980,
3613,ITAMARAJU,BA,1/1/1980,
3615,ITAMARI,BA,1/1/1980,
3617,ITAMBÉ,BA,1/1/1980,
3619,ITANAGRA,BA,1/1/1980,
3621,ITANHÉM,BA,1/1/1980,
3623,ITAPARICA,BA,1/1/1980,
3625,ITAPÉ,BA,1/1/1980,
3627,ITAPEBI,BA,1/1/1980,
3629,ITAPETINGA,BA,1/1/1980,
3631,ITAPICURU,BA,1/1/1980,
3633,ITAPITANGA,BA,1/1/1980,
3635,ITAQUARA,BA,1/1/1980,
3637,ITARANTIM,BA,1/1/1980,
3639,ITIRUÇU,BA,1/1/1980,
3641,ITIÚBA,BA,1/1/1980,
3643,ITORORÓ,BA,1/1/1980,
3645,ITUAÇU,BA,1/1/1980,
3647,ITUBERÁ,BA,1/1/1980,
3649,JACARACI,BA,1/1/1980,
3651,JACOBINA,BA,1/1/1980,
3653,JAGUAQUARA,BA,1/1/1980,
3655,JAGUARARI,BA,1/1/1980,
3657,JAGUARIPE,BA,1/1/1980,
3659,JANDAÍRA,BA,1/1/1980,
3661,JEQUIÉ,BA,1/1/1980,
3663,JEREMOABO,BA,1/1/1980,
3665,JIQUIRIÇÁ,BA,1/1/1980,
3667,JITAÚNA,BA,1/1/1980,
3669,JUAZEIRO,BA,1/1/1980,
3671,JUSSARA,BA,1/1/1980,
3673,JUSSIAPE,BA,1/1/1980,
3675,LAFAIETE COUTINHO,BA,1/1/1980,
3677,LAJE,BA,1/1/1980,
3679,LAJEDÃO,BA,1/1/1980,
3681,LAJEDINHO,BA,1/1/1980,
3683,LAMARÃO,BA,1/1/1980,
3685,LAURO DE FREITAS,BA,1/1/1980,
3687,LENÇÓIS,BA,1/1/1980,
3689,LICÍNIO DE ALMEIDA,BA,1/1/1980,
3691,LIVRAMENTO DE NOSSA SENHORA,BA,1/1/1980,
3693,MACAJUBA,BA,1/1/1980,
3695,MACARANI,BA,1/1/1980,
3697,MACAÚBAS,BA,1/1/1980,
3699,MACURURÉ,BA,1/1/1980,
3701,MAIQUINIQUE,BA,1/1/1980,
3703,MAIRI,BA,1/1/1980,
3705,MALHADA,BA,1/1/1980,
3707,MALHADA DE PEDRAS,BA,1/1/1980,
3709,MANOEL VITORINO,BA,1/1/1980,
3711,MARACÁS,BA,1/1/1980,
3713,MARAGOGIPE,BA,1/1/1980,
3715,MARAÚ,BA,1/1/1980,
3717,MARCIONÍLIO SOUZA,BA,1/1/1980,
3719,MASCOTE,BA,1/1/1980,
3721,MATA DE SÃO JOÃO,BA,1/1/1980,
3723,MEDEIROS NETO,BA,1/1/1980,
3725,MIGUEL CALMON,BA,1/1/1980,
3727,MILAGRES,BA,1/1/1980,
3729,MIRANGABA,BA,1/1/1980,
3731,MONTE SANTO,BA,1/1/1980,
3733,MORPARÁ,BA,1/1/1980,
3735,MORRO DO CHAPÉU,BA,1/1/1980,
3737,MORTUGABA,BA,1/1/1980,
3739,MUCUGÊ,BA,1/1/1980,
3741,MUCURI,BA,1/1/1980,
3743,MUNDO NOVO,BA,1/1/1980,
3745,MUNIZ FERREIRA,BA,1/1/1980,
3747,MURITIBA,BA,1/1/1980,
3749,MUTUÍPE,BA,1/1/1980,
3751,NAZARÉ,BA,1/1/1980,
3753,NILO PEÇANHA,BA,1/1/1980,
3755,NOVA CANAÃ,BA,1/1/1980,
3757,NOVA ITARANA,BA,1/1/1980,
3759,NOVA SOURE,BA,1/1/1980,
3761,NOVA VIÇOSA,BA,1/1/1980,
3763,OLINDINA,BA,1/1/1980,
3765,OLIVEIRA DOS BREJINHOS,BA,1/1/1980,
3767,OURIÇANGAS,BA,1/1/1980,
3769,PALMAS DE MONTE ALTO,BA,1/1/1980,
3771,PALMEIRAS,BA,1/1/1980,
3773,PARAMIRIM,BA,1/1/1980,
3775,PARATINGA,BA,1/1/1980,
3777,PARIPIRANGA,BA,1/1/1980,
3779,PAU BRASIL,BA,1/1/1980,
3781,PAULO AFONSO,BA,1/1/1980,
3783,PEDRÃO,BA,1/1/1980,
3785,PEDRO ALEXANDRE,BA,1/1/1980,
3787,PIATÃ,BA,1/1/1980,
3789,PILÃO ARCADO,BA,1/1/1980,
3791,PINDAÍ,BA,1/1/1980,
3793,PINDOBAÇU,BA,1/1/1980,
3795,PIRIPÁ,BA,1/1/1980,
3797,PIRITIBA,BA,1/1/1980,
3799,PLANALTINO,BA,1/1/1980,
3801,PLANALTO,BA,1/1/1980,
3803,POÇÕES,BA,1/1/1980,
3805,POJUCA,BA,1/1/1980,
3807,PORTO SEGURO,BA,1/1/1980,
3809,POTIRAGUÁ,BA,1/1/1980,
3811,PRADO,BA,1/1/1980,
3813,PRESIDENTE DUTRA,BA,1/1/1980,
3815,PRESIDENTE JÂNIO QUADROS,BA,1/1/1980,
3817,QUEIMADAS,BA,1/1/1980,
3819,QUIJINGUE,BA,1/1/1980,
3821,REMANSO,BA,1/1/1980,
3823,RETIROLÂNDIA,BA,1/1/1980,
3825,RIACHÃO DAS NEVES,BA,1/1/1980,
3827,RIACHÃO DO JACUÍPE,BA,1/1/1980,
3829,RIACHO DE SANTANA,BA,1/1/1980,
3831,RIBEIRA DO AMPARO,BA,1/1/1980,
3833,RIBEIRA DO POMBAL,BA,1/1/1980,
3835,RIO DE CONTAS,BA,1/1/1980,
3837,RIO DO ANTÔNIO,BA,1/1/1980,
3839,RIO DO PIRES,BA,1/1/1980,
3841,RIO REAL,BA,1/1/1980,
3843,RODELAS,BA,1/1/1980,
3845,RUY BARBOSA,BA,1/1/1980,
3847,SALINAS DA MARGARIDA,BA,1/1/1980,
3849,SALVADOR,BA,1/1/1980,
3851,SANTA BÁRBARA,BA,1/1/1980,
3853,SANTA BRÍGIDA,BA,1/1/1980,
3855,SANTA CRUZ CABRÁLIA,BA,1/1/1980,
3857,SANTA CRUZ DA VITÓRIA,BA,1/1/1980,
3859,SANTA INÊS,BA,1/1/1980,
3861,SANTALUZ,BA,1/1/1980,
3863,SANTA MARIA DA VITÓRIA,BA,1/1/1980,
3865,SANTANA,BA,1/1/1980,
3867,SANTANÓPOLIS,BA,1/1/1980,
3869,SANTA TERESINHA,BA,1/1/1980,
3871,SANTO AMARO,BA,1/1/1980,
3873,SANTO ANTÔNIO DE JESUS,BA,1/1/1980,
3875,SANTO ESTÊVÃO,BA,1/1/1980,
3877,SÃO DESIDÉRIO,BA,1/1/1980,
3879,SÃO FÉLIX,BA,1/1/1980,
3881,SÃO FELIPE,BA,1/1/1980,
3883,SÃO FRANCISCO DO CONDE,BA,1/1/1980,
3885,SÃO GONÇALO DOS CAMPOS,BA,1/1/1980,
3887,SÃO MIGUEL DAS MATAS,BA,1/1/1980,
3889,SÃO SEBASTIÃO DO PASSÉ,BA,1/1/1980,
3891,SAPEAÇU,BA,1/1/1980,
3893,SÁTIRO DIAS,BA,1/1/1980,
3895,SAÚDE,BA,1/1/1980,
3897,SEABRA,BA,1/1/1980,
3899,SEBASTIÃO LARANJEIRAS,BA,1/1/1980,
3901,SENHOR DO BONFIM,BA,1/1/1980,
3903,SENTO SÉ,BA,1/1/1980,
3905,SERRA DOURADA,BA,1/1/1980,
3907,SERRA PRETA,BA,1/1/1980,
3909,SERRINHA,BA,1/1/1980,
3911,SERROLÂNDIA,BA,1/1/1980,
3913,SIMÕES FILHO,BA,1/1/1980,
3915,SOUTO SOARES,BA,1/1/1980,
3917,TABOCAS DO BREJO VELHO,BA,1/1/1980,
3919,TANHAÇU,BA,1/1/1980,
3921,TANQUINHO,BA,1/1/1980,
3923,TAPEROÁ,BA,1/1/1980,
3925,TAPIRAMUTÁ,BA,1/1/1980,
3927,TEODORO SAMPAIO,BA,1/1/1980,
3929,TEOFILÂNDIA,BA,1/1/1980,
3931,TEOLÂNDIA,BA,1/1/1980,
3933,TERRA NOVA,BA,1/1/1980,
3935,TREMEDAL,BA,1/1/1980,
3937,TUCANO,BA,1/1/1980,
3939,UAUÁ,BA,1/1/1980,
3941,UBAÍRA,BA,1/1/1980,
3943,UBAITABA,BA,1/1/1980,
3945,UBATÃ,BA,1/1/1980,
3947,UIBAÍ,BA,1/1/1980,
3949,UNA,BA,1/1/1980,
3951,URANDI,BA,1/1/1980,
3953,URUÇUCA,BA,1/1/1980,
3955,UTINGA,BA,1/1/1980,
3957,VALENÇA,BA,1/1/1980,
3959,VALENTE,BA,1/1/1980,
3961,VÁRZEA DO POÇO,BA,1/1/1980,
3963,VERA CRUZ,BA,1/1/1980,
3965,VITÓRIA DA CONQUISTA,BA,1/1/1980,
3967,WAGNER,BA,1/1/1980,
3969,WENCESLAU GUIMARÃES,BA,1/1/1980,
3971,XIQUE-XIQUE,BA,1/1/1980,
3973,LAPÃO,BA,1/1/1986,
3975,MAETINGA,BA,1/1/1986,
3977,MANSIDÃO,BA,1/1/1986,
3979,NORDESTINA,BA,1/1/1986,
3981,PÉ DE SERRA,BA,1/1/1986,
3983,PINTADAS,BA,1/1/1986,
3985,RAFAEL JAMBEIRO,BA,1/1/1986,
3987,SANTA LUZIA,BA,1/1/1986,
3989,SÃO GABRIEL,BA,1/1/1986,
3991,TANQUE NOVO,BA,1/1/1986,
3993,TEIXEIRA DE FREITAS,BA,1/1/1986,
3995,VÁRZEA NOVA,BA,1/1/1986,
3997,VÁRZEA DA ROÇA,BA,1/1/1986,
3999,WANDERLEY,BA,1/1/1986,
4001,ABADIA DOS DOURADOS,MG,1/1/1980,
4003,ABAETÉ,MG,1/1/1980,
4005,ABRE CAMPO,MG,1/1/1980,
4007,ACAIACA,MG,1/1/1980,
4009,AÇUCENA,MG,1/1/1980,
4011,ÁGUA BOA,MG,1/1/1980,
4013,ÁGUA COMPRIDA,MG,1/1/1980,
4015,AGUANIL,MG,1/1/1980,
4017,ÁGUAS FORMOSAS,MG,1/1/1980,
4019,ÁGUAS VERMELHAS,MG,1/1/1980,
4021,AIMORÉS,MG,1/1/1980,
4023,AIURUOCA,MG,1/1/1980,
4025,ALAGOA,MG,1/1/1980,
4027,ALBERTINA,MG,1/1/1980,
4029,ALÉM PARAÍBA,MG,1/1/1980,
4031,ALFENAS,MG,1/1/1980,
4033,ALMENARA,MG,1/1/1980,
4035,ALPERCATA,MG,1/1/1980,
4037,ALPINÓPOLIS,MG,1/1/1980,
4039,ALTEROSA,MG,1/1/1980,
4041,ALTO RIO DOCE,MG,1/1/1980,
4043,ALVARENGA,MG,1/1/1980,
4045,ALVINÓPOLIS,MG,1/1/1980,
4047,ALVORADA DE MINAS,MG,1/1/1980,
4049,AMPARO DA SERRA,MG,1/1/1980,
4051,ANDRADAS,MG,1/1/1980,
4053,CACHOEIRA DE PAJEÚ,MG,4/1/1993,
4055,ANDRELÂNDIA,MG,1/1/1980,
4057,ANTÔNIO CARLOS,MG,1/1/1980,
4059,ANTÔNIO DIAS,MG,1/1/1980,
4061,ANTÔNIO PRADO DE MINAS,MG,1/1/1980,
4063,ARAÇAÍ,MG,1/1/1980,
4065,ARACITABA,MG,1/1/1980,
4067,ARAÇUAÍ,MG,1/1/1980,
4069,ARAGUARI,MG,1/1/1980,
4071,ARANTINA,MG,1/1/1980,
4073,ARAPONGA,MG,1/1/1980,
4075,ARAPUÁ,MG,1/1/1980,
4077,ARAÚJOS,MG,1/1/1980,
4079,ARAXÁ,MG,1/1/1980,
4081,ARCEBURGO,MG,1/1/1980,
4083,ARCOS,MG,1/1/1980,
4085,AREADO,MG,1/1/1980,
4087,ARGIRITA,MG,1/1/1980,
4089,ARINOS,MG,1/1/1980,
4091,ASTOLFO DUTRA,MG,1/1/1980,
4093,ATALÉIA,MG,1/1/1980,
4095,AUGUSTO DE LIMA,MG,1/1/1980,
4097,BAEPENDI,MG,1/1/1980,
4099,BALDIM,MG,1/1/1980,
4101,BAMBUÍ,MG,1/1/1980,
4103,BANDEIRA,MG,1/1/1980,
4105,BANDEIRA DO SUL,MG,1/1/1980,
4107,BARÃO DE COCAIS,MG,1/1/1980,
4109,BARÃO DO MONTE ALTO,MG,1/1/1980,
4111,BARBACENA,MG,1/1/1980,
4113,BARRA LONGA,MG,1/1/1980,
4115,TRÊS MARIAS,MG,1/1/1980,
4117,BARROSO,MG,1/1/1980,
4119,BELA VISTA DE MINAS,MG,1/1/1980,
4121,BELMIRO BRAGA,MG,1/1/1980,
4123,BELO HORIZONTE,MG,1/1/1980,
4125,BELO ORIENTE,MG,1/1/1980,
4127,BELO VALE,MG,1/1/1980,
4129,BERILO,MG,1/1/1980,
4131,BERTÓPOLIS,MG,1/1/1980,
4133,BETIM,MG,1/1/1980,
4135,BIAS FORTES,MG,1/1/1980,
4137,BICAS,MG,1/1/1980,
4139,BIQUINHAS,MG,1/1/1980,
4141,BOA ESPERANÇA,MG,1/1/1980,
4143,BOCAINA DE MINAS,MG,1/1/1980,
4145,BOCAIÚVA,MG,1/1/1980,
4147,BOM DESPACHO,MG,1/1/1980,
4149,BOM JARDIM DE MINAS,MG,1/1/1980,
4151,BOM JESUS DA PENHA,MG,1/1/1980,
4153,BOM JESUS DO AMPARO,MG,1/1/1980,
4155,BOM JESUS DO GALHO,MG,1/1/1980,
4157,BOM REPOUSO,MG,1/1/1980,
4159,BOM SUCESSO,MG,1/1/1980,
4161,BONFIM,MG,1/1/1980,
4163,BONFINÓPOLIS DE MINAS,MG,1/1/1980,
4165,BORDA DA MATA,MG,1/1/1980,
4167,BOTELHOS,MG,1/1/1980,
4169,BOTUMIRIM,MG,1/1/1980,
4171,BRASÍLIA DE MINAS,MG,1/1/1980,
4173,BRÁS PIRES,MG,1/1/1980,
4175,BRAÚNAS,MG,1/1/1980,
4177,BRASÓPOLIS,MG,1/1/1980,
4179,BRUMADINHO,MG,1/1/1980,
4181,BUENO BRANDÃO,MG,1/1/1980,
4183,BUENÓPOLIS,MG,1/1/1980,
4185,BURITIS,MG,1/1/1980,
4187,BURITIZEIRO,MG,1/1/1980,
4189,CABO VERDE,MG,1/1/1980,
4191,CACHOEIRA DA PRATA,MG,1/1/1980,
4193,CACHOEIRA DE MINAS,MG,1/1/1980,
4195,CACHOEIRA DOURADA,MG,1/1/1980,
4197,CAETANÓPOLIS,MG,1/1/1980,
4199,CAETÉ,MG,1/1/1980,
4201,CAIANA,MG,1/1/1980,
4203,CAJURI,MG,1/1/1980,
4205,CALDAS,MG,1/1/1980,
4207,CAMACHO,MG,1/1/1980,
4209,CAMANDUCAIA,MG,1/1/1980,
4211,CAMBUÍ,MG,1/1/1980,
4213,CAMBUQUIRA,MG,1/1/1980,
4215,CAMPANÁRIO,MG,1/1/1980,
4217,CAMPANHA,MG,1/1/1980,
4219,CAMPESTRE,MG,1/1/1980,
4221,CAMPINA VERDE,MG,1/1/1980,
4223,CAMPO BELO,MG,1/1/1980,
4225,CAMPO DO MEIO,MG,1/1/1980,
4227,CAMPO FLORIDO,MG,1/1/1980,
4229,CAMPOS ALTOS,MG,1/1/1980,
4231,CAMPOS GERAIS,MG,1/1/1980,
4233,CANAÃ,MG,1/1/1980,
4235,CANÁPOLIS,MG,1/1/1980,
4237,CANA VERDE,MG,1/1/1980,
4239,CANDEIAS,MG,1/1/1980,
4241,CAPARAÓ,MG,1/1/1980,
4243,CAPELA NOVA,MG,1/1/1980,
4245,CAPELINHA,MG,1/1/1980,
4247,CAPETINGA,MG,1/1/1980,
4249,CAPIM BRANCO,MG,1/1/1980,
4251,CAPINÓPOLIS,MG,1/1/1980,
4253,CAPITÃO ENÉAS,MG,1/1/1980,
4255,CAPITÓLIO,MG,1/1/1980,
4257,CAPUTIRA,MG,1/1/1980,
4259,CARAÍ,MG,1/1/1980,
4261,CARANAÍBA,MG,1/1/1980,
4263,CARANDAÍ,MG,1/1/1980,
4265,CARANGOLA,MG,1/1/1980,
4267,CARATINGA,MG,1/1/1980,
4269,CARBONITA,MG,1/1/1980,
4271,CAREAÇU,MG,1/1/1980,
4273,CARLOS CHAGAS,MG,1/1/1980,
4275,CARMÉSIA,MG,1/1/1980,
4277,CARMO DA CACHOEIRA,MG,1/1/1980,
4279,CARMO DA MATA,MG,1/1/1980,
4281,CARMO DE MINAS,MG,1/1/1980,
4283,CARMO DO CAJURU,MG,1/1/1980,
4285,CARMO DO PARANAÍBA,MG,1/1/1980,
4287,CARMO DO RIO CLARO,MG,1/1/1980,
4289,CARMÓPOLIS DE MINAS,MG,1/1/1980,
4291,CARRANCAS,MG,1/1/1980,
4293,CARVALHÓPOLIS,MG,1/1/1980,
4295,CARVALHOS,MG,1/1/1980,
4297,CASA GRANDE,MG,1/1/1980,
4299,CASCALHO RICO,MG,1/1/1980,
4301,CÁSSIA,MG,1/1/1980,
4303,CONCEIÇÃO DA BARRA DE MINAS,MG,4/1/1993,
4305,CATAGUASES,MG,1/1/1980,
4307,CATAS ALTAS DA NORUEGA,MG,1/1/1980,
4309,CAXAMBU,MG,1/1/1980,
4311,CEDRO DO ABAETÉ,MG,1/1/1980,
4313,CENTRAL DE MINAS,MG,1/1/1980,
4315,CENTRALINA,MG,1/1/1980,
4317,CHÁCARA,MG,1/1/1980,
4319,CHALÉ,MG,1/1/1980,
4321,CHAPADA DO NORTE,MG,1/1/1980,
4323,CHIADOR,MG,1/1/1980,
4325,CIPOTÂNEA,MG,1/1/1980,
4327,CLARAVAL,MG,1/1/1980,
4329,CLARO DOS POÇÕES,MG,1/1/1980,
4331,CLÁUDIO,MG,1/1/1980,
4333,COIMBRA,MG,1/1/1980,
4335,COLUNA,MG,1/1/1980,
4337,COMENDADOR GOMES,MG,1/1/1980,
4339,COMERCINHO,MG,1/1/1980,
4341,CONCEIÇÃO DA APARECIDA,MG,1/1/1980,
4343,CONCEIÇÃO DAS PEDRAS,MG,1/1/1980,
4345,CONCEIÇÃO DAS ALAGOAS,MG,1/1/1980,
4347,CONCEIÇÃO DE IPANEMA,MG,1/1/1980,
4349,CONCEIÇÃO DO MATO DENTRO,MG,1/1/1980,
4351,CONCEIÇÃO DO PARÁ,MG,1/1/1980,
4353,CONCEIÇÃO DO RIO VERDE,MG,1/1/1980,
4355,CONCEIÇÃO DOS OUROS,MG,1/1/1980,
4357,CONGONHAL,MG,1/1/1980,
4359,CONGONHAS,MG,1/1/1980,
4361,CONGONHAS DO NORTE,MG,1/1/1980,
4363,CONQUISTA,MG,1/1/1980,
4365,CONSELHEIRO LAFAIETE,MG,1/1/1980,
4367,CONSELHEIRO PENA,MG,1/1/1980,
4369,CONSOLAÇÃO,MG,1/1/1980,
4371,CONTAGEM,MG,1/1/1980,
4373,COQUEIRAL,MG,1/1/1980,
4375,CORAÇÃO DE JESUS,MG,1/1/1980,
4377,CORDISBURGO,MG,1/1/1980,
4379,CORDISLÂNDIA,MG,1/1/1980,
4381,CORINTO,MG,1/1/1980,
4383,COROACI,MG,1/1/1980,
4385,COROMANDEL,MG,1/1/1980,
4387,CORONEL FABRICIANO,MG,1/1/1980,
4389,CORONEL MURTA,MG,1/1/1980,
4391,CORONEL PACHECO,MG,1/1/1980,
4393,CORONEL XAVIER CHAVES,MG,1/1/1980,
4395,CÓRREGO DANTA,MG,1/1/1980,
4397,CÓRREGO DO BOM JESUS,MG,1/1/1980,
4399,CÓRREGO NOVO,MG,1/1/1980,
4401,COUTO DE MAGALHÃES DE MINAS,MG,1/1/1980,
